dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.886264,16.251945,18.400000,10.000000,0.000000,0.000000,0.868161
0.020000,15.014722,16.405236,18.600000,10.000000,0.000000,0.000000,0.877685
0.020000,15.142073,16.559450,18.800000,10.000000,0.000000,0.000000,0.882584
0.020000,15.269021,16.713994,19.000000,10.000000,0.000000,0.000000,0.882895
0.020000,15.396276,16.868287,19.200000,10.000000,0.000000,0.000000,0.878618
0.020000,15.524543,17.021738,19.400000,10.000000,0.000000,0.000000,0.869723
0.020000,15.654523,17.173740,19.600000,10.000000,0.000000,0.000000,0.856153
0.020000,15.786910,17.323649,19.800000,10.000000,0.000000,0.000000,0.837830
0.020000,15.922375,17.470779,20.000000,10.000000,0.000000,0.000000,0.814668
0.020000,16.061562,17.614391,20.200000,10.000000,0.000000,0.000000,0.786597
0.020000,16.205067,17.753684,20.400000,10.000000,0.000000,0.000000,0.753586
0.020000,16.353420,17.887799,20.600000,10.000000,0.000000,0.000000,0.715676
0.020000,16.507053,18.015825,20.800000,10.000000,0.000000,0.000000,0.673020
0.020000,16.666276,18.136823,21.000000,10.000000,0.000000,0.000000,0.625919
0.020000,16.831248,18.249853,21.200000,10.000000,0.000000,0.000000,0.574851
0.020000,17.001949,18.354021,21.400000,10.000000,0.000000,0.000000,0.520484
0.020000,17.169591,18.444214,21.600000,10.000000,0.000000,0.000000,0.465835
0.020000,17.351297,18.527678,21.800000,10.000000,0.000000,0.000000,0.394675
0.020000,17.538600,18.597669,22.000000,10.000000,0.000000,0.000000,0.320075
0.020000,17.730660,18.653283,22.200000,10.000000,0.000000,0.000000,0.243443
0.020000,17.926427,18.693971,22.400000,10.000000,0.000000,0.000000,0.166500
0.020000,18.124728,18.719612,22.600000,10.000000,0.000000,0.000000,0.091079
0.020000,18.324386,18.730535,22.800000,10.000000,0.000000,0.000000,0.018894
0.020000,18.523750,18.727500,22.999426,9.942582,-2.870895,-143.544769,6.234710
0.020000,18.720722,18.711789,23.197054,9.820229,-6.117649,-162.337662,6.173436
0.020000,18.913960,18.685038,23.392160,9.690359,-6.493506,-18.792893,6.118816
0.020000,19.103028,18.648901,23.584668,9.560489,-6.493506,-0.000000,6.070810
0.020000,19.287764,18.604927,23.774579,9.430619,-6.493506,0.000000,6.029111
0.020000,19.468160,18.554531,23.961893,9.300749,-6.493506,0.000000,5.993284
0.020000,19.644316,18.498974,24.146609,9.170878,-6.493506,-0.000000,5.962842
0.020000,19.816397,18.439363,24.328728,9.041008,-6.493506,0.000000,5.937300
0.020000,19.984612,18.376668,24.508250,8.911138,-6.493506,-0.000000,5.916203
0.020000,20.149186,18.311733,24.685174,8.781268,-6.493506,0.000000,5.899143
0.020000,20.310355,18.245293,24.859500,8.651398,-6.493506,0.000000,5.885763
0.020000,20.468347,18.177995,25.031230,8.521528,-6.493506,-0.000000,5.875759
0.020000,20.623386,18.110405,25.200361,8.391658,-6.493506,0.000000,5.868873
0.020000,20.775682,18.043027,25.366896,8.261788,-6.493506,-0.000000,5.864892
0.020000,20.925428,17.976309,25.530833,8.131917,-6.493506,0.000000,5.863643
0.020000,21.072806,17.910656,25.692173,8.002047,-6.493506,0.000000,5.864987
0.020000,21.217978,17.846436,25.850915,7.872177,-6.493506,-0.000000,5.868813
0.020000,21.361090,17.783985,26.007060,7.742307,-6.493506,0.000000,5.875038
0.020000,21.502272,17.723616,26.160607,7.612437,-6.493506,0.000000,5.883599
0.020000,21.641634,17.665618,26.311557,7.482567,-6.493506,0.000000,5.894450
0.020000,21.779271,17.610263,26.459910,7.352697,-6.493506,0.000000,5.907560
0.020000,21.915259,17.557806,26.605665,7.222827,-6.493506,-0.000000,5.922908
0.020000,22.049652,17.508489,26.748823,7.092956,-6.493506,0.000000,5.940477
0.020000,22.182487,17.462539,26.889383,6.963086,-6.493506,-0.000000,5.960253
0.020000,22.313779,17.420168,27.027346,6.833216,-6.493506,0.000000,5.982219
0.020000,22.443524,17.381576,27.162712,6.703346,-6.493506,0.000000,6.006350
0.020000,22.571691,17.346941,27.295480,6.573476,-6.493506,0.000000,6.032604
0.020000,22.698230,17.316425,27.425651,6.443606,-6.493506,0.000000,6.060924
0.020000,22.823067,17.290167,27.553224,6.313736,-6.493506,-0.000000,6.091226
0.020000,22.946105,17.268275,27.678200,6.183865,-6.493506,0.000000,6.123398
0.020000,23.067228,17.250831,27.800579,6.053995,-6.493506,0.000000,6.157292
0.020000,23.186300,17.237878,27.920360,5.924125,-6.493506,-0.000000,6.192727
0.020000,23.303171,17.229419,28.037544,5.794255,-6.493506,0.000000,6.229484
0.020000,23.417681,17.225417,28.152130,5.664385,-6.493506,0.000000,6.267313
0.020000,23.529662,17.225788,28.264119,5.534515,-6.493506,0.000000,0.022750
0.020000,23.638949,17.230403,28.373511,5.404645,-6.493506,0.000000,0.061867
0.020000,23.745382,17.239090,28.480305,5.274775,-6.493506,-0.000000,0.101172
0.020000,23.848815,17.251635,28.584502,5.144904,-6.493506,0.000000,0.140356
0.020000,23.949114,17.267791,28.686101,5.015034,-6.493506,0.000000,0.179127
0.020000,24.046173,17.287280,28.785103,4.885164,-6.493506,-0.000000,0.217214
0.020000,24.139904,17.309800,28.881508,4.755294,-6.493506,0.000000,0.254376
0.020000,24.230247,17.335038,28.975315,4.625424,-6.493506,0.000000,0.290410
0.020000,24.317166,17.362671,29.066525,4.495554,-6.493506,0.000000,0.325152
0.020000,24.400646,17.392375,29.155137,4.365684,-6.493506,-0.000000,0.358474
0.020000,24.480698,17.423833,29.241152,4.235814,-6.493506,0.000000,0.390291
0.020000,24.557349,17.456736,29.324570,4.105943,-6.493506,-0.000000,0.420548
0.020000,24.630641,17.490789,29.405390,3.976073,-6.493506,0.000000,0.449220
0.020000,24.700633,17.525713,29.483613,3.846203,-6.493506,0.000000,0.476310
0.020000,24.767388,17.561244,29.559238,3.716333,-6.493506,-0.000000,0.501835
0.020000,24.830983,17.597142,29.632266,3.586463,-6.493506,0.000000,0.525834
0.020000,24.891493,17.633179,29.702697,3.456593,-6.493506,-0.000000,0.548351
0.020000,24.949001,17.669150,29.770530,3.326723,-6.493506,0.000000,0.569442
0.020000,25.003591,17.704865,29.835766,3.196852,-6.493506,-0.000000,0.589167
0.020000,25.055344,17.740151,29.898404,3.066982,-6.493506,0.000000,0.607589
0.020000,25.104341,17.774851,29.958445,2.937112,-6.493506,0.000000,0.624769
0.020000,25.150661,17.808823,30.015888,2.807242,-6.493506,-0.000000,0.640771
0.020000,25.194380,17.841938,30.070735,2.677372,-6.493506,0.000000,0.655656
0.020000,25.235574,17.874081,30.122983,2.547502,-6.493506,0.000000,0.669482
0.020000,25.274306,17.905141,30.172635,2.417632,-6.493506,0.000000,0.682303
0.020000,25.310649,17.935029,30.219689,2.287762,-6.493506,-0.000000,0.694173
0.020000,25.344660,17.963658,30.264145,2.157891,-6.493506,0.000000,0.705141
0.020000,25.376398,17.990950,30.306004,2.028021,-6.493506,0.000000,0.715252
0.020000,25.405917,18.016836,30.345266,1.898151,-6.493506,-0.000000,0.724548
0.020000,25.433268,18.041254,30.381930,1.768281,-6.493506,0.000000,0.733067
0.020000,25.458494,18.064148,30.415997,1.638411,-6.493506,0.000000,0.740844
0.020000,25.481640,18.085469,30.447467,1.508541,-6.493506,-0.000000,0.747913
0.020000,25.502744,18.105174,30.476339,1.378671,-6.493506,0.000000,0.754302
0.020000,25.521841,18.123222,30.502614,1.248801,-6.493506,0.000000,0.760036
0.020000,25.538961,18.139578,30.526291,1.118930,-6.493506,0.000000,0.765139
0.020000,25.554131,18.154212,30.547371,0.989060,-6.493506,0.000000,0.769632
0.020000,25.567379,18.167098,30.565853,0.859190,-6.493506,-0.000000,0.773532
0.020000,25.578725,18.178215,30.581738,0.729320,-6.493506,0.000000,0.776855
0.020000,25.588188,18.187544,30.595026,0.599450,-6.493506,0.000000,0.779615
0.020000,25.595782,18.195067,30.605716,0.469580,-6.493506,0.000000,0.781823
0.020000,25.601521,18.200775,30.613809,0.339710,-6.493506,-0.000000,0.783486
0.020000,25.605412,18.204655,30.619305,0.209840,-6.493506,-0.000000,0.784611
0.020000,25.607464,18.206705,30.622203,0.079969,-6.493506,0.000000,0.785204
0.020000,25.608083,18.207324,30.623078,0.007517,-3.622611,143.544769,0.785383
0.020000,25.608137,18.207378,30.623153,0.000000,-0.375858,162.337662,0.785398
0.020000,25.608137,18.207378,30.623153,0.000000,0.000000,18.792893,0.785398
